run_id,split,cv_rate_pct,n_gt,n_baseline_eval,n_corrected_eval,mae_baseline_sec,rmse_baseline_sec,maxae_baseline_sec,abc_baseline_vehicle_sec,mae_corrected_sec,rmse_corrected_sec,maxae_corrected_sec,abc_corrected_vehicle_sec,mae_improvement_sec,mae_improvement_pct,rmse_improvement_sec,rmse_improvement_pct,maxae_improvement_sec,maxae_improvement_pct,abc_improvement_vehicle_sec,abc_improvement_pct
5,train,100,1343,1343,1343,19.09437581692644,22.10219911532579,58.214390503701,25643.746722132248,0.0,0.0,0.0,0.0,19.09437581692644,100.0,22.10219911532579,100.0,58.214390503701,100.0,25643.746722132248,100.0
6,train,100,1191,1191,1191,15.175806432452264,18.42784975158038,54.43399442298414,18074.38546105064,0.0,0.0,0.0,0.0,15.175806432452264,100.0,18.42784975158038,100.0,54.43399442298414,100.0,18074.38546105064,100.0
7,train,100,1312,1312,1312,16.70828680216726,19.391224330412033,47.70566400111761,21921.27228444344,0.0,0.0,0.0,0.0,16.70828680216726,100.0,19.391224330412033,100.0,47.70566400111761,100.0,21921.27228444344,100.0
8,train,100,1271,1271,1271,16.027505874829746,19.10664449372115,54.77803188691246,20370.95996690864,0.0,0.0,0.0,0.0,16.027505874829746,100.0,19.10664449372115,100.0,54.77803188691246,100.0,20370.95996690864,100.0
9,train,100,1392,1392,1392,19.71311356923073,22.485714272573396,54.8320738904215,27440.65408836917,0.0,0.0,0.0,0.0,19.71311356923073,100.0,22.485714272573396,100.0,54.8320738904215,100.0,27440.65408836917,100.0
10,train,100,1358,1358,1358,15.860434858024808,19.193490665708943,49.12035739729643,21538.470537197707,0.0,0.0,0.0,0.0,15.860434858024808,100.0,19.193490665708943,100.0,49.12035739729643,100.0,21538.470537197707,100.0
11,test,100,1345,1345,1345,17.86169748668468,20.66982622614904,55.25654560819976,24023.98311959092,0.0,0.0,0.0,0.0,17.86169748668468,100.0,20.66982622614904,100.00000000000001,55.25654560819976,100.0,24023.98311959092,100.0
12,test,100,1260,1260,1260,15.99703322594505,19.094352080082956,49.48947178188928,20156.26186469079,0.0,0.0,0.0,0.0,15.99703322594505,100.0,19.094352080082956,100.0,49.48947178188928,100.0,20156.26186469079,100.0
13,test,100,1285,1285,1285,17.350059620874866,20.46345079400838,52.62850155901492,22294.826612824225,0.0,0.0,0.0,0.0,17.350059620874866,100.0,20.46345079400838,100.0,52.62850155901492,100.0,22294.826612824225,100.0
14,test,100,1352,1352,1352,16.05082943740759,19.824546385624295,52.477853825470504,21700.721399375037,0.0,0.0,0.0,0.0,16.05082943740759,100.0,19.824546385624295,100.0,52.477853825470504,100.0,21700.721399375037,100.0
