cv_rate_pct,n_runs,n_gt_total,mae_baseline_sec,rmse_baseline_sec,maxae_baseline_sec,abc_baseline_vehicle_sec,mae_corrected_sec,rmse_corrected_sec,maxae_corrected_sec,abc_corrected_vehicle_sec,mae_improvement_sec,mae_improvement_pct,rmse_improvement_sec,rmse_improvement_pct,maxae_improvement_sec,maxae_improvement_pct,abc_improvement_vehicle_sec,abc_improvement_pct
1,10,13109,16.983914312454342,20.075929811518638,52.893688487700764,22316.52820565828,11.501824218326057,15.854035161051092,59.55205131003224,15113.108506661356,5.482090094128287,31.778968843978742,4.2218946504675445,20.751513614543565,-6.658362822331489,-12.951459612753212,7203.419698996923,31.778968843978806
2,10,13109,16.983914312454342,20.075929811518638,52.893688487700764,22316.52820565828,10.344122524301756,14.853523791786552,57.82993872126224,13593.16821342258,6.639791788152587,38.62511884313629,5.222406019732085,25.7495368449925,-4.936250233561472,-9.56298061096401,8723.3599922357,38.62511884313635
5,10,13109,16.983914312454342,20.075929811518638,52.893688487700764,22316.52820565828,7.81804403661353,12.119822645556791,54.51474865450162,10273.496908171826,9.165870275840813,53.53101873547249,7.9561071659618445,39.36508457031855,-1.621060166800865,-3.1733548814968926,12043.031297486456,53.531018735472514
10,10,13109,16.983914312454342,20.075929811518638,52.893688487700764,22316.52820565828,5.483414402844239,9.10774920234104,51.40434860279076,7192.481815048847,11.500499909610104,67.40600383109502,10.968180609177596,54.41667415555618,1.4893398849099952,2.9546337754336607,15124.046390609434,67.40600383109505
20,10,13109,16.983914312454342,20.075929811518638,52.893688487700764,22316.52820565828,3.4364715276585343,6.386199118328964,47.250304735403816,4500.577997868185,13.547442784795809,79.62080370077865,13.689730693189674,68.07484631356833,5.6433837522969466,10.750813419329575,17815.950207790098,79.62080370077867
50,10,13109,16.983914312454342,20.075929811518638,52.893688487700764,22316.52820565828,1.398318836506331,3.625746302571136,41.651663138363546,1830.8881892439372,15.585595475948011,91.68508327790231,16.4501835089475,81.80238736614426,11.242025349337215,21.387116289830608,20485.640016414345,91.68508327790232
100,10,13109,16.983914312454342,20.075929811518638,52.893688487700764,22316.52820565828,0.0,0.0,0.0,0.0,16.983914312454342,100.0,20.075929811518638,100.0,52.893688487700764,100.0,22316.52820565828,100.0
